ID,PARENT_ID,GS_CODE,DESCRIPTION
2049850,2049392,94050637,Sale of Sweetened Tea - in a Cup/Glass (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049851,2049392,94050638,Sale of Un-Sweetened Tea - in a Cup/Glass (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049852,2049392,94050639,Sales of Beer - up to 5% ABW/6.335% ABV (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049853,2049392,94050640,Sales of hot or cold beverages as a stand alone item (not associated with an entrée) (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049854,2049392,94050641,Sale of a snack or dessert as a stand alone item (not associated with the sale of an entrée) (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049855,2049392,94050642,Sale of a snack or dessert sold in combination with a hot or cold beverage but not associated with the sale of an entrée (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049856,2049392,94050643,"Sale of a beverage in a sealed container as a take-out item, 26 ounces or more (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049857,2049392,94050644,Sales of Cold Prepared Food (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049886,2049392,94050645,"Sale of Milk in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049887,2049392,94050646,"Sale of Fruit Juice (With less than 15% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049888,2049392,94050647,"Sale of Fruit Juice (at least 15% but less than 25% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049889,2049392,94050648,"Sale of Fruit Juice (at least 25% and up to 50% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049890,2049392,94050649,"Sale of Fruit Juice (Greater than 50% but less than 70% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049891,2049392,94050650,"Sale of Fruit Juice (at least70% but less than 100% pure juice) - in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049892,2049392,94050651,"Sale of Fruit Juice (100% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049893,2049392,94050652,"Sale of Vegetable Juice (With less than 15% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049894,2049392,94050653,"Sale of Vegetable Juice (at least 15% but less than 25% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049895,2049392,94050654,"Sale of Vegetable Juice (at least 25% and up to 50% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049896,2049392,94050655,"Sale of Vegetable Juice (Greater than 50% but less than 70% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049897,2049392,94050656,"Sale of Vegetable Juice (at least 70% but less than 100% pure juice) - in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049898,2049392,94050657,"Sale of Vegetable Juice (100% pure juice) in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049899,2049392,94050658,"Sale of Carbonated Fruit Juice (With less than 15% pure juice) in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049900,2049392,94050659,"Sale of Carbonated Fruit Juice (at least 15% but less than 25% pure juice) in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049901,2049392,94050660,"Sale of Carbonated Fruit Juice (at least 25% and up to 50% pure juice) in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049902,2049392,94050661,"Sale of Carbonated Fruit Juice (Greater than 50% but less than 70% pure juice) in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049903,2049392,94050662,"Sale of Carbonated Fruit Juice (at least 70% but less than 100% pure juice) - in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049904,2049392,94050663,"Sale of Carbonated Fruit Juice (100% pure juice) in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049905,2049392,94050664,"Sale of Carbonated Soft Drinks - in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049906,2049392,94050665,"Sale of Plain Water - in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049907,2049392,94050666,"Sale of Carbonated Water - in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049908,2049392,94050667,"Sale of Flavored and Sweetened Carbonated Water - in a Sealed ""To Go"" Container (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049909,2049392,94050668,"Sale of Sweetened Iced Coffee Drinks - in a Sealed ""To Go"" Container w/out milk. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049910,2049392,94050669,"Sale of Un-Sweetened Iced Coffee Drinks - in a Sealed ""To Go"" Container w/out milk. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049911,2049392,94050670,"Sale of Sweetened Iced Tea - in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049912,2049392,94050671,"Sale of Un-Sweetened Iced Tea - in a Sealed ""To Go"" Container. The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049941,2049392,94050672,Sale of Beer – less than or equal to 2.56% ABW/3.2% ABV where the seller holds a 3.2% malt liquor license (MN) (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049942,2049392,94050673,Sale of Beer – greater than 2.56% ABW/3.2% ABV but less than or equal to 5% ABW/6.335% ABV (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049943,2049392,94050674,Sale of Beer – less than or equal to 2.56% ABW/3.2% ABV where the seller holds an intoxicating liquor license (MN) (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2049944,2049392,94050675,"Sale of a prepared food item (not containing raw egg) that is not in a “ready to eat” state, sold by an entity primarily in the business of offering food for immediate consumption (e.g. pizza dough sold by a pizzeria) (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2049945,2049392,94050676,Recyclable Paper Bag provided free of charge by a restaurant in connection with a sale of a taxable meal.  Code assumes vendor elects to report any assessed bag fee on their meals tax return when applicable (MA)
2049946,2049392,94050677,Compostable Plastic Bag provided free of charge by a restaurant in connection with a sale of a taxable meal.  Code assumes vendor elects to report any assessed bag fee on their meals tax return when applicable (MA)
2050094,2049392,94050678,Fountain soda sold “to go” (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)
2050095,2049392,94050679,"Unsweetened iced tea sold in a cup “to go"". The seller has affirmatively elected to not collect and report tax on to-go sales in California (Applies Sales Tax and Special State and Local Meals Tax Rates as Appropriate)"
2038311,2038310,95,Prescription & Non Prescription Items
2038312,2038311,9501,Prescription Drugs
2038313,2038312,950101,Generic & Non Generic (Prescription)
2038314,2038313,95010101,Vitamins (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038315,2038313,95010102,Drugs relieving temporary pain or sickness (prescription). This code presumes the prescriber meets the definition of a physician in AR
2038817,2038312,950102,Prescription Drugs Drugs for Human Use
2038818,2038817,95010201,Drugs for Human Use with a prescription. This code presumes the prescriber meets the definition of a physician in AR
2038819,2038817,95010202,Insulin for Human Use with a prescription. This code presumes the prescriber meets the definition of a physician in AR
2051396,2038817,95010203,(reserved for SST states) Prescription drugs for human use to hospitals
2051397,2038817,95010204,(reserved for SST states) Prescription drugs for human use to other medical facilities
2051398,2038817,95010205,(reserved for SST states) Free samples of prescription drugs for human use
2038820,2038312,950103,Prescription Drugs Drugs for Animal Use
2038821,2038820,95010301,Drugs for Animal Use with a prescription
2038822,2038820,95010302,Insulin for Animal Use with a prescription
2051399,2038820,95010303,(reserved for SST states) Free samples of prescription drugs for animal use
2038316,2038311,9502,Non Prescription Drugs
2038317,2038316,950201,Generic & Non Generic (Non Prescription)
2038318,2038317,95020101,Vitamins (non prescription)
2038319,2038317,95020102,Drugs Relieving temporary pain or sickness (non prescription) (includes a drug fact panel or statement of active ingredients)
2038823,2038316,950202,Non Prescription Drugs for Human Use
2038824,2038823,95020201,Drugs for Human Use without a prescription
2038825,2038823,95020202,Insulin for Human Use without a prescription
2051400,2038823,95020203,(reserved for SST states) Free samples of drugs for human use
2038826,2038316,950203,Non Prescription Drugs for Animal Use
2038827,2038826,95020301,Drugs for Animal Use without a prescription
2038828,2038826,95020302,Insulin for Animal Use without a prescription
2051401,2038826,95020303,(reserved for SST states) Free samples of drugs for animal use
2038320,2038311,9503,"Prescription & Non Prescription Materials, Instruments and Medical Devices"
2038321,2038320,950301,Prescription Diabetic Materials
2038322,2038321,95030101,Instruments used for testing human fluids for diabetics (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038323,2038321,95030102,Replacement parts or accessories (excluding needles) for instrumentation used for the the testing of human fluids for diabetics (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038934,2038321,95030103,Insulin Syringes (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043428,2038321,95030104,Prescription diabetic materials - OTC Instrumentation used for the testing of human fluids for diabetics. This code presumes the prescriber meets the definition of a physician in AR
2043429,2038321,95030105,Prescription diabetic materials - Replacement parts or accessories for the OTC instrumentation used for the testing of human fluids for diabetics. This code presumes the prescriber meets the definition of a physician in AR
2043430,2038321,95030106,"Prescription diabetic materials - Non-disposable insulin administration systems worn on the body, e.g. insulin pumps, excluding syringes and needles"
2043431,2038321,95030107,"Prescription diabetic materials - Replacement parts for non-disposable insulin administration systems worn on the body, e.g. replacement parts for insulin pumps, excluding syringes and needles"
2043432,2038321,95030108,"Prescription diabetic materials - Disposable insulin administration systems, e.g. infusion sets, excluding syringes and needles. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2043433,2038321,95030109,"Prescription diabetic materials - Replacement parts for disposable insulin administration systems, e.g. cartridges for infusion sets, excluding syringes and needles. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2044091,2038321,95030110,Prescription Diabetic Test Strips sold by Licensed Pharmacists. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2044092,2038321,95030111,Prescription Diabetic Lancets sold by Licensed Pharmacists. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2048140,2038321,95030112,Prescription programmable insulin infusion pump worn on the body. This code presumes the prescriber meets the definition of a physician in AR
2049924,2038321,95030114,Continuous Glucose Monitor sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2049925,2038321,95030115,Sensors worn on/in the body for Continuous Glucose monitors sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2049926,2038321,95030116,Transmitters for Continuous glucose monitors sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038324,2038320,950302,Non-Prescription Diabetic Materials
2038325,2038324,95030201,Instruments used for testing human fluids for diabetics (non prescription)
2038326,2038324,95030202,Replacement parts or accessories (excluding needles) for instrumentation used for the testing of human fluids for diabetics (non prescription)
2038935,2038324,95030203,Insulin Syringes (non-prescription)
2047883,2038324,95030204,Non Prescription Diabetic Blood Glucose Test Strips
2050185,2038324,95030205,Disposable diabetic blood lancets – not sold by prescription
2038374,2038320,950303,Prescription Prosthetic Devices
2038375,2038374,95030301,"Prosthetic Devices sold by prescription, specifically excluding items which would not qualify as medicines in California, such as: air compression pumps & pneumatic garments; noninvasive, temporary pace makers; auditory, ophthalmic and ocular devices/appliances; and dental prosthetic devices & materials"
2043595,2038374,95030302,Prosthetic devices paid with a prescription for by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043596,2038374,95030303,Prosthetic devices with a prescription reimbursed by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043597,2038374,95030304,Prosthetic devices with a prescription paid for by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043598,2038374,95030305,Prosthetic devices with a prescription reimbursed by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043709,2038374,95030306,"Prescription disposable supplies for Prosthetic Devices, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2043710,2038374,95030307,"Prescription non-disposable supplies for Prosthetic Devices, for which no other good/service code applies. This code presumes the prescriber meets the definition of a practitioner in OK."
2043711,2038374,95030308,"OTC prescription disposable supplies for Prosthetic Devices, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR"
2043712,2038374,95030309,"OTC prescription non-disposable supplies for Prosthetic Devices, for which no other good/service code applies"
2044211,2038374,95030310,"Medical prosthetic devices sold by prescription, which could include items that do not qualify as medicines in California. This code presumes the prescriber meets the definition of a physician in AR"
2038376,2038320,950304,Non-Prescription Prosthetic Devices
2038377,2038376,95030401,Prosthetic  Devices not sold by Prescription
2043713,2038376,95030402,"Non-prescription disposable supplies for Prosthetic Devices, for which no other good/service code applies"
2043714,2038376,95030403,"Non-prescription non-disposable supplies for Prosthetic Devices, for which no other good/service code applies"
2049858,2038376,95030404,Disposable OTC Nasal Strips (Non-medicated) containing neither a drug panel nor a statement of active ingredients
2049927,2038376,95030405,Medical prosthetic devices - Nonprescription - Customized
2038378,2038320,950305,Prescription Durable Medical Equipment
2038379,2038378,95030501,Durable Medical Equipment sold by Prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043463,2038378,95030502,Replacement parts for Durable Medical Equipment sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043486,2038378,95030503,Replacement parts for Durable Medical Equipment for Home Use with a prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043488,2038378,95030504,Durable Medical Equipment for Home Use with a prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043559,2038378,95030505,Durable medical equipment with a prescription paid for by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043560,2038378,95030506,Durable medical equipment with a prescription reimbursed by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043561,2038378,95030507,Durable medical equipment with a prescription paid for by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043562,2038378,95030508,Durable medical equipment with a prescription reimbursed by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043563,2038378,95030509,Durable medical equipment for home use with a prescription paid for by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043564,2038378,95030510,Durable medical equipment for home use with a prescription reimbursed by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043565,2038378,95030511,Durable medical equipment for home use with a prescription paid for by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043566,2038378,95030512,Durable medical equipment for home use with a prescription reimbursed by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043715,2038378,95030513,"Prescription disposable supplies for Durable Medical Equipment for Home Use, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2043716,2038378,95030514,"Prescription non-disposable supplies for Durable Medical Equipment for home use, for which no other good/service code applies. This code presumes the prescriber meets the definition of a practitioner in OK"
2043717,2038378,95030515,"OTC prescription disposable supplies for Durable Medical Equipment for Home Use, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR"
2043718,2038378,95030516,"OTC prescription non-disposable supplies for Durable Medical Equipment for Home Use, for which no other good/service code applies"
2048553,2038378,95030517,Durable medical equipment for home use with a prescription paid for in full or part by private health insurance. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2048554,2038378,95030518,Replacement parts for durable medical equipment for home use with a prescription paid for in full or part by private health insurance. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038380,2038320,950306,Non-Prescription Durable Medical Equipment
2038381,2038380,95030601,Durable Medical Equipment not sold by Prescription
2043464,2038380,95030602,Replacement parts for Durable Medical Equipment not sold by prescription
2043487,2038380,95030603,Replacement parts for Durable medical equipment for home use without a prescription
2043489,2038380,95030604,Durable medical equipment for home use without a prescription
2043719,2038380,95030605,"Non-prescription disposable supplies for Durable Medical Equipment for Home Use, for which no other good/service code applies"
2043720,2038380,95030606,"Non-prescription non-disposable supplies for Durable Medical Equipment for Home Use, for which no other good/service code applies"
2038382,2038320,950307,Prescription Mobility Enhancing Equipment
2038383,2038382,95030701,Mobility Enhancing Equipment sold by Prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043051,2038382,95030702,Replacement parts for mobility enhancing equipment sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043591,2038382,95030703,Mobility enhancing equipment with a prescription paid for by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043592,2038382,95030704,Mobility enhancing equipment with a prescription reimbursed by Medicare. This code presumes the prescriber meets the definition of a physician in AR
2043593,2038382,95030705,Mobility enhancing equipment with a prescription paid for by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043594,2038382,95030706,Mobility enhancing equipment with a prescription reimbursed by Medicaid. This code presumes the prescriber meets the definition of a physician in AR
2043721,2038382,95030707,"Prescription disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2043722,2038382,95030708,"Prescription non-disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies. This code presumes the prescriber meets the definition of a practitioner in OK."
2043723,2038382,95030709,"OTC prescription disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies. This code presumes the prescriber meets the definition of a physician in AR"
2043724,2038382,95030710,"OTC prescription non-disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies"
2048555,2038382,95030711,Mobility enhancing equipment with a prescription paid for in full or part by private health insurance. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2048556,2038382,95030712,Replacement parts for mobility enhancing equipment with a prescription paid for in full or part by private health insurance. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038384,2038320,950308,Non-Prescription Mobility Enhancing Equipment
2038385,2038384,95030801,Mobility Enhancing Equipment not sold by Prescription
2043052,2038384,95030802,Replacement parts for mobility enhancing equipment not sold by prescription
2043725,2038384,95030803,"Non-prescription disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies"
2043726,2038384,95030804,"Non-prescription non-disposable supplies for Mobility Enhancing Equipment, for which no other good/service code applies"
2048292,2038384,95030805,Bathroom handrails or bathroom grab bars - not sold by prescription
2048293,2038384,95030806,Lift chairs - not sold by prescription
2048294,2038384,95030807,Toilet seat lifts - not sold by prescription
2038920,2038320,950309,Nonprescription materials used in medical testing
2038921,2038920,95030901,Diagnostic testing kits for blood and urine (non-prescription)
2038922,2038920,95030902,Diagnostic testing kits other than for blood and urine (non-prescription)
2038923,2038920,95030903,Diagnostic testing kits for diabetics (non-prescription)
2051624,2038920,95030904,Nonprescription materials used in medical testing - NOT applying to materials used to test diabetics - Reagents used directly in medical testing
2051625,2038920,95030905,Nonprescription materials used in medical testing - NOT applying to materials used to test diabetics - Reagents used directly in the medical testing of human fluids - Used in testing blood sugar levels
2038924,2038320,950310,Prescription materials used in medical testing
2038925,2038924,95031001,Diagnostic testing kits for blood and urine (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038926,2038924,95031002,Diagnostic testing kits other than for blood and urine (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038927,2038924,95031003,Testing kits for diabetics (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038928,2038320,950311,Prescription Syringes
2038929,2038928,95031101,Prescription Hypodermic syringes (reusable). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038930,2038928,95031102,Prescription Hypodermic syringes (disposable). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2038931,2038320,950312,Non-prescription Syringes
2038932,2038931,95031201,Non-prescription hypodermic syringes (reusable)
2038933,2038931,95031202,Non-prescription hypodermic syringes (disposable)
2038936,2038320,950313,"Wheelchairs, Walkers, Chairlifts"
2038937,2038936,95031301,Wheelchair non-motorized (prescription). This code presumes the prescriber meets the definition of a practitioner in OK
2038938,2038936,95031302,Wheelchair non-motorized (non-prescription)
2043053,2038936,95031303,Walkers - sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043054,2038936,95031304,Walkers - not sold by prescription
2043055,2038936,95031305,Chairlifts - sold by prescription. This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2043056,2038936,95031306,Chairlifts - not sold by prescription
2044380,2038936,95031307,Wheelchair motorized (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK
2047917,2038936,95031308,"Wheelchairs, motorized (prescription) paid for by Medicare Part B (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2047918,2038936,95031309,"Wheelchairs, motorized (prescription) paid for by Medicaid (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2047919,2038936,95031310,"Wheelchair, motorized (non-prescription)"
2047920,2038936,95031311,"Mobility Scooters with tires over 5"" in diameter, motorized (prescription). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2047921,2038936,95031312,"Mobility Scooters with tires over 5"" in diameter, motorized (non-prescription)"
2047922,2038936,95031313,"Mobility Scooters with tires over 5"" in diameter, motorized (prescription) paid for by Medicare Part B (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2047923,2038936,95031314,"Mobility Scooters with tires over 5"" in diameter, motorized (prescription) paid for by Medicaid (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2047924,2038936,95031315,"Replacement battery for motorized mobility product sold by prescription (ie: wheelchair, mobility scooter). This code presumes the prescriber meets the definition of a physician in AR and a practitioner in OK"
2047925,2038936,95031316,"Replacement battery for motorized mobility product not sold by prescription (ie: wheelchair, mobility scooter)"
2047926,2038936,95031317,"Replacement battery for motorized mobility product sold by prescription (ie: wheelchair, mobility scooter) paid for by Medicare Part B (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2047927,2038936,95031318,"Replacement battery for motorized mobility product sold by prescription (ie: wheelchair, mobility scooter) paid for by Medicaid (excluding patient portion). This code presumes the prescriber meets the definition of a physician in AR"
2051440,2038936,95031319,"Non-prescription, motorized mobility scooters (does not support any fees, e.g. MS Trauma Care Fee)"
2042913,2038320,950314,Surgical Instruments
2042914,2042913,95031401,"Disposable (Single Use) Ophthalmic Surgical Instruments intended for human use, sold to hospitals and physicians for patient treatment wherein the instrument must be provided under federal or state law by the prescription or order of a licensed practitioner"
2042915,2042913,95031402,"Non-disposable (Repeated Use) Ophthalmic Surgical Instruments intended for human use, sold to hospitals and physicians for patient treatment, wherein the instrument must be provided under federal or state law by the prescription or order of a licensed practitioner"
2042916,2042913,95031403,"Replacement Parts for Non-disposable (Repeated Use) Ophthalmic Surgical Instruments intended for human use, sold to hospitals and physicians for patient treatment, when the replacement parts are for single patient use and wherein the instrument and the part must be provided under federal or state law by the prescription or order of a licensed practitioner"
2042917,2042913,95031404,"Replacement Parts for Non-disposable (Repeated Use) Ophthalmic Surgical Instruments intended for human use, sold to hospitals and physicians for patient treatment, when the replacement parts are for repeated use and wherein the instrument and the part must be provided under federal or state law by the prescription or order of a licensed practitioner."
2043363,2038320,950315,"Prescription Ostomy Equipment, Devices and Supplies"
2043372,2043363,95031501,"OTC non-disposable colostomy, ileostomy, or urostomy equipment worn on the body, e.g. belts, binders, sold by prescription"
2043373,2043363,95031502,"OTC non-disposable colostomy equipment worn on the body, e.g. reusable colostomy bags, reusable colostomy pouches, sold by prescription"
2043374,2043363,95031503,"OTC non-disposable ileostomy equipment worn on the body, e.g. reusable ileostomy bags, reusable ileostomy pouches, sold by prescription"
2043375,2043363,95031504,"OTC non-disposable urostomy equipment worn on the body, e.g. reusable urostomy pouches, reusable urostomy drainage bags, sold by prescription"
2043376,2043363,95031505,"OTC disposable colostomy equipment worn on the body, e.g. colostomy bags, colostomy pouches, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043377,2043363,95031506,"OTC disposable ileostomy equipment worn on the body, e.g. ileostomy bags, ileostomy pouches, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043378,2043363,95031507,"OTC disposable urostomy equipment worn on the body, e.g. urostomy pouches, urostomy drainage bags, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043379,2043363,95031508,"OTC colostomy, ileostomy, or urostomy protective skin barrier paste sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043380,2043363,95031509,"OTC colostomy, ileostomy, or urostomy adhesive sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043381,2043363,95031510,"OTC disposable colostomy, ileostomy, or urostomy supplies, e.g., skin barrier wipes, excluding barrier paste or adhesive and excluding general purpose items, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043382,2043363,95031511,"OTC disposable colostomy or ileostomy supplies, e.g., deodorant, excluding barrier paste or adhesive and excluding general purpose items, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043383,2043363,95031512,"OTC disposable urostomy supplies, excluding barrier paste or adhesive and excluding general purpose items, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2043434,2043363,95031513,"OTC non-disposable urostomy drain bottle that connects to a urostomy pouch, sold by prescription"
2044378,2043363,95031514,"Disposable colostomy equipment worn on the body, e.g. colostomy bags, colostomy pouches, sold by prescription. This code presumes the prescriber meets the definition of a physician in AR"
2044379,2043363,95031515,Ostomy skin barrier with flange sold by prescription. This code presumes the prescriber meets the definition of a physician in AR
2043364,2038320,950316,"Non-prescription Ostomy Equipment, Devices and Supplies"
2043384,2043364,95031601,"Non-disposable colostomy, ileostomy, or urostomy equipment worn on the body, e.g. belts, binders, not sold by prescription"
2043385,2043364,95031602,"Non-disposable colostomy equipment worn on the body, e.g. reusable colostomy bags, reusable colostomy pouches, not sold by prescription"
2043386,2043364,95031603,"Non-disposable ileostomy equipment worn on the body, e.g. reusable ileostomy bags, reusable ileostomy pouches, not sold by prescription"
2043387,2043364,95031604,"Non-disposable urostomy equipment worn on the body, e.g. reusable urostomy pouches, reusable urostomy drainage bags, not sold by prescription"
